Stock,VaR95,ES95,VaR95_Pct,ES95_Pct
A,94.31173022318498,117.90768819733933,0.04715586511159249,0.058953844098669675
B,109.29094756943935,151.81939078239503,0.03643031585647978,0.05060646359413167
Portfolio,152.05700776910996,198.21656994851452,0.030411401553821993,0.0396433139897029
